onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index
166.75	0.5	0.35	63	DIAGONAL-RD-LU-5	prf/prf_2_033.png	33
167.602	0.5	0.35	64	DIAGONAL-RD-LU-6	prf/prf_2_034.png	34
168.452	0.5	0.35	65	DIAGONAL-RD-LU-7	prf/prf_2_035.png	35
169.3	0.5	0.35	66	DIAGONAL-RD-LU-8	prf/prf_2_036.png	36
170.15	0.5	0.35	67	DIAGONAL-RD-LU-9	prf/prf_2_037.png	37
171.003	0.5	0.35	68	DIAGONAL-RD-LU-10	prf/prf_2_038.png	38
171.852	0.5	0.35	69	DIAGONAL-RD-LU-11	prf/prf_2_039.png	39
172.705	0.5	0.35	70	DIAGONAL-RD-LU-12	prf/prf_2_040.png	40
173.554	0.5	0.35	31	HORIZONTAL-U-D-1	prf/prf_2_057.png	57
174.403	0.5	0.35	32	HORIZONTAL-U-D-2	prf/prf_2_058.png	58
175.253	0.5	0.35	33	HORIZONTAL-U-D-3	prf/prf_2_059.png	59
176.102	0.5	0.35	34	HORIZONTAL-U-D-4	prf/prf_2_060.png	60
176.955	0.5	0.35	35	HORIZONTAL-U-D-5	prf/prf_2_061.png	61
177.804	0.5	0.35	36	HORIZONTAL-U-D-6	prf/prf_2_062.png	62
178.653	0.5	0.35	37	HORIZONTAL-U-D-7	prf/prf_2_063.png	63
